ref_area,ref_area_name,frequency,frequency_name,methodology,methodology_name,measure,measure_name,unit_measure,unit_label,expenditure,expenditure_name,adjustment,adjustment_name,transformation,transformation_name,series_key,period,value,obs_status,obs_status_name,source_id,dataflow_id,query_url,retrieved_at_utc
SWE,Sweden,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",SWE.M.HICP.CPI.PA._T.N.GY,2025-04,2.1,A,Normal value,OECD.SDD.TPS,DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL,"https://sdmx.oecd.org/public/rest/data/OECD.SDD.TPS,DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL,1.0/SWE+EA.M.HICP.CPI.PA._T.N.GY?startPeriod=2024-01&endPeriod=2026-01&dimensionAtObservation=AllDimensions",2026-09-13T18:33:16Z
SWE,Sweden,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",SWE.M.HICP.CPI.PA._T.N.GY,2025-05,2.3,A,Normal value,OECD.SDD.TPS,DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL,"https://sdmx.oecd.org/public/rest/data/OECD.SDD.TPS,DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL,1.0/SWE+EA.M.HICP.CPI.PA._T.N.GY?startPeriod=2024-01&endPeriod=2026-01&dimensionAtObservation=AllDimensions",2026-09-13T18:33:16Z
SWE,Sweden,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",SWE.M.HICP.CPI.PA._T.N.GY,2025-06,2.9,A,Normal value,OECD.SDD.TPS,DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL,"https://sdmx.oecd.org/public/rest/data/OECD.SDD.TPS,DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL,1.0/SWE+EA.M.HICP.CPI.PA._T.N.GY?startPeriod=2024-01&endPeriod=2026-01&dimensionAtObservation=AllDimensions",2026-09-13T18:33:16Z
SWE,Sweden,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",SWE.M.HICP.CPI.PA._T.N.GY,2025-07,3.1,A,Normal value,OECD.SDD.TPS,DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL,"https://sdmx.oecd.org/public/rest/data/OECD.SDD.TPS,DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL,1.0/SWE+EA.M.HICP.CPI.PA._T.N.GY?startPeriod=2024-01&endPeriod=2026-01&dimensionAtObservation=AllDimensions",2026-09-13T18:33:16Z
SWE,Sweden,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",SWE.M.HICP.CPI.PA._T.N.GY,2025-08,3.4,A,Normal value,OECD.SDD.TPS,DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL,"https://sdmx.oecd.org/public/rest/data/OECD.SDD.TPS,DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL,1.0/SWE+EA.M.HICP.CPI.PA._T.N.GY?startPeriod=2024-01&endPeriod=2026-01&dimensionAtObservation=AllDimensions",2026-09-13T18:33:16Z
SWE,Sweden,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",SWE.M.HICP.CPI.PA._T.N.GY,2025-09,3.2,A,Normal value,OECD.SDD.TPS,DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL,"https://sdmx.oecd.org/public/rest/data/OECD.SDD.TPS,DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL,1.0/SWE+EA.M.HICP.CPI.PA._T.N.GY?startPeriod=2024-01&endPeriod=2026-01&dimensionAtObservation=AllDimensions",2026-09-13T18:33:16Z
SWE,Sweden,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",SWE.M.HICP.CPI.PA._T.N.GY,2025-10,3.1,A,Normal value,OECD.SDD.TPS,DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL,"https://sdmx.oecd.org/public/rest/data/OECD.SDD.TPS,DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL,1.0/SWE+EA.M.HICP.CPI.PA._T.N.GY?startPeriod=2024-01&endPeriod=2026-01&dimensionAtObservation=AllDimensions",2026-09-13T18:33:16Z
SWE,Sweden,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",SWE.M.HICP.CPI.PA._T.N.GY,2025-11,2.2,A,Normal value,OECD.SDD.TPS,DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL,"https://sdmx.oecd.org/public/rest/data/OECD.SDD.TPS,DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL,1.0/SWE+EA.M.HICP.CPI.PA._T.N.GY?startPeriod=2024-01&endPeriod=2026-01&dimensionAtObservation=AllDimensions",2026-09-13T18:33:16Z
SWE,Sweden,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",SWE.M.HICP.CPI.PA._T.N.GY,2025-12,2.1,A,Normal value,OECD.SDD.TPS,DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL,"https://sdmx.oecd.org/public/rest/data/OECD.SDD.TPS,DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL,1.0/SWE+EA.M.HICP.CPI.PA._T.N.GY?startPeriod=2024-01&endPeriod=2026-01&dimensionAtObservation=AllDimensions",2026-09-13T18:33:16Z
SWE,Sweden,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",SWE.M.HICP.CPI.PA._T.N.GY,2026-01,2.0,A,Normal value,OECD.SDD.TPS,DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL,"https://sdmx.oecd.org/public/rest/data/OECD.SDD.TPS,DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL,1.0/SWE+EA.M.HICP.CPI.PA._T.N.GY?startPeriod=2024-01&endPeriod=2026-01&dimensionAtObservation=AllDimensions",2026-09-13T18:33:16Z
